comment_id,comment_text,account_age_days,posting_frequency_per_min,similarity_to_trending,engagement_rate,is_it_cell
C1100,I absolutely love this new update! The UI looks clean and crisp.,818,0.73,0.039,15.8,0
C1101,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #JOINNOW,3,18.12,0.745,50.71,1
C1102,What a great performance by the team. Very happy with the result.,1403,0.68,0.201,9.85,0
C1103,This channel is biased and spreading fake propaganda. Ban them! #MUSTWATCH,1,11.44,0.945,32.22,1
C1104,Does anyone know if the local train is running on schedule today?,663,0.33,0.038,16.07,0
C1105,Earn passive income easily. Sign up using code BOT999. Real cash!,5,20.74,0.682,54.22,1
C1106,This channel is biased and spreading fake propaganda. Ban them! #JOINNOW,8,18.6,0.714,49.34,1
C1107,This is the best government in history. Clean sweep in next elections! #PropagandaCampaign,15,7.04,0.724,24.05,1
C1108,The customer service was really helpful and sorted my issue in 5 minutes.,721,0.36,0.154,3.27,0
C1109,"Haha that is so funny, thanks for making my day!",997,0.62,0.109,17.03,0
C1110,"I'm not sure if this is correct, but let's see how it goes.",349,0.84,0.165,10.32,0
C1111,This channel is biased and spreading fake propaganda. Ban them!,1,5.12,0.69,20.89,1
C1112,Unbelievable development! Best leader of all time! Truly visionary leadership!,11,15.04,0.729,44.75,1
C1113,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,18,15.73,0.932,46.68,1
C1114,"Worst brand ever! Total scam, do not buy their products! SCAMMER!! #JOINNOW",74,18.42,0.857,45.41,1
C1115,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,26,11.2,0.588,34.28,1
C1116,This is completely fake! Stop spreading negative rumors immediately!,66,4.78,1.0,16.73,1
C1117,This channel is biased and spreading fake propaganda. Ban them!,22,4.14,0.79,14.3,1
C1118,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,12,6.62,0.77,15.93,1
C1119,Don't listen to this fake news! The truth is hidden by mainstream media!,5,9.59,0.838,30.67,1
C1120,Earn passive income easily. Sign up using code BOT999. Real cash! #MUSTWATCH,44,14.33,0.837,36.15,1
C1121,Can someone explain how to solve the 3rd question in the ML assignment?,910,0.86,0.09,22.49,0
C1122,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!! #ALERT,23,12.39,0.761,34.45,1
C1123,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #MUSTWATCH,11,8.78,0.669,26.81,1
C1124,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!! #ALERT,36,10.0,0.853,28.44,1
C1125,SUPPORT #LEADER2026 NOW! SHARE THIS MESSAGE TO 10 GROUPS NOW!!!,19,16.22,0.835,42.27,1
C1126,Earn passive income easily. Sign up using code BOT999. Real cash!,61,13.7,0.933,34.98,1
C1127,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",553,0.67,0.135,17.61,0
C1128,"Worst brand ever! Total scam, do not buy their products! SCAMMER!! #JOINNOW",38,13.48,0.839,35.2,1
C1129,Can someone explain how to solve the 3rd question in the ML assignment?,1135,0.09,0.06,7.18,0
C1130,What a great performance by the team. Very happy with the result.,1232,0.78,0.199,17.36,0
C1131,"This recipe looks delicious, definitely trying it out this Sunday!",448,0.6,0.137,16.23,0
C1132,This is completely fake! Stop spreading negative rumors immediately!,2,16.33,0.745,44.61,1
C1133,Earn passive income easily. Sign up using code BOT999. Real cash!,2,19.39,0.673,45.88,1
C1134,Unbelievable development! Best leader of all time! Truly visionary leadership! #JOINNOW,80,6.44,0.925,14.86,1
C1135,Beautiful weather today. Going out for a cup of coffee.,817,0.48,0.173,1.04,0
C1136,"Worst brand ever! Total scam, do not buy their products! SCAMMER!! #ALERT",35,10.66,0.951,32.74,1
C1137,AMAZING OFFER! GET FREE CRYPTO NOW! CLICK LINK BELOW!!!,10,8.95,0.755,25.91,1
C1138,This is completely fake! Stop spreading negative rumors immediately! #MUSTWATCH,28,12.44,0.586,28.01,1
C1139,SUPPORT THIS LEADER FOR BETTER FUTURE! DO NOT TRUST THE OPPOSITION!! #Victory2026,3,15.98,0.864,43.4,1
C1140,What a great performance by the team. Very happy with the result.,194,0.59,0.0,10.94,0
C1141,What a great performance by the team. Very happy with the result.,1271,0.68,0.0,13.0,0
C1142,Just finished reading this book. Highly recommend it to everyone.,672,0.12,0.184,9.54,0
C1143,Follow my account for free premium tips and tricks. Guaranteed success!,2,10.06,0.938,30.94,1
C1144,"This recipe looks delicious, definitely trying it out this Sunday! 👍",1307,0.59,0.034,5.33,0
C1145,Beautiful weather today. Going out for a cup of coffee.,179,0.7,0.269,21.25,0
C1146,This is completely fake! Stop spreading negative rumors immediately! #JOINNOW,41,7.77,0.876,19.77,1
C1147,This person is a traitor! Stop spreading lies about our great country! #ALERT,5,10.63,0.902,32.58,1
C1148,Don't listen to this fake news! The truth is hidden by mainstream media!,99,7.41,0.856,24.18,1
C1149,Unbelievable development! Best leader of all time! Truly visionary leadership!,46,16.97,0.901,46.67,1
C1150,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!!,2,14.55,0.854,43.97,1
C1151,Follow my account for free premium tips and tricks. Guaranteed success! #JOINNOW,12,6.53,0.657,21.58,1
C1152,Don't listen to this fake news! The truth is hidden by mainstream media! #ALERT,38,9.86,0.722,30.34,1
C1153,"I don't agree with your opinion, but I appreciate the respectful debate here. haha",795,0.36,0.113,12.02,0
C1154,Don't listen to this fake news! The truth is hidden by mainstream media! #JOINNOW,73,18.49,0.847,44.7,1
C1155,CLICK HERE TO EARN $500 DAILY WORKING FROM HOME! 100% REAL LINK IN BIO!!!,8,13.89,0.694,43.73,1
C1156,"Haha that is so funny, thanks for making my day!",1015,0.35,0.0,13.15,0
C1157,Unbelievable development! Best leader of all time! Truly visionary leadership!,11,11.82,0.685,29.94,1
C1158,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",166,0.62,0.129,13.9,0
C1159,Don't listen to this fake news! The truth is hidden by mainstream media!,68,13.17,0.711,34.38,1
C1160,This person is a traitor! Stop spreading lies about our great country!,88,13.96,0.658,38.67,1
C1161,The customer service was really helpful and sorted my issue in 5 minutes. !!,564,0.22,0.132,7.44,0
C1162,"I don't agree with your opinion, but I appreciate the respectful debate here. 👍",633,0.6,0.185,7.51,0
C1163,This channel is biased and spreading fake propaganda. Ban them! #ALERT,7,17.39,0.649,54.04,1
C1164,Earn passive income easily. Sign up using code BOT999. Real cash!,35,13.66,0.633,39.69,1
C1165,That match last night was insane! What a finish in the last minute.,778,0.33,0.167,16.73,0
C1166,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",1000,0.24,0.224,8.81,0
C1167,Just finished reading this book. Highly recommend it to everyone. 😊,886,0.41,0.128,15.83,0
C1168,"I don't agree with your opinion, but I appreciate the respectful debate here.",383,1.08,0.0,9.01,0
C1169,This person is a traitor! Stop spreading lies about our great country! #ALERT,44,12.53,0.786,31.47,1
C1170,Don't listen to this fake news! The truth is hidden by mainstream media!,3,15.41,0.849,42.68,1
C1171,Earn passive income easily. Sign up using code BOT999. Real cash!,31,8.16,0.905,28.2,1
C1172,What a great performance by the team. Very happy with the result.,229,0.58,0.12,15.5,0
C1173,"This recipe looks delicious, definitely trying it out this Sunday! !!",313,0.99,0.0,10.78,0
C1174,What a great performance by the team. Very happy with the result.,973,0.29,0.066,13.11,0
C1175,This person is a traitor! Stop spreading lies about our great country!,75,12.31,0.974,32.07,1
C1176,Can someone explain how to solve the 3rd question in the ML assignment? haha,561,0.41,0.231,9.08,0
C1177,THE TRUTH HAS BEEN EXPOSED! WATCH THIS VIDEO BEFORE IT GETS DELETED!!! #ALERT,15,10.98,0.72,31.78,1
C1178,"I don't agree with your opinion, but I appreciate the respectful debate here. 👍",841,0.14,0.12,10.31,0
C1179,"This recipe looks delicious, definitely trying it out this Sunday!",731,0.72,0.164,18.14,0
C1180,"I don't agree with your opinion, but I appreciate the respectful debate here.",795,1.03,0.104,8.15,0
C1181,"This recipe looks delicious, definitely trying it out this Sunday!",1018,0.91,0.012,11.02,0
C1182,The customer service was really helpful and sorted my issue in 5 minutes. ...,555,0.54,0.151,18.73,0
C1183,Can someone explain how to solve the 3rd question in the ML assignment?,756,0.91,0.118,16.63,0
C1184,This person is a traitor! Stop spreading lies about our great country!,16,12.91,0.996,40.41,1
C1185,This person is a traitor! Stop spreading lies about our great country!,17,9.07,0.72,24.2,1
C1186,"Wow, that sunset is gorgeous! Thanks for sharing the photo.",1259,0.12,0.152,10.67,0
C1187,"Haha that is so funny, thanks for making my day!",1214,0.33,0.192,6.14,0
C1188,I absolutely love this new update! The UI looks clean and crisp.,1709,0.43,0.151,20.27,0
C1189,Beautiful weather today. Going out for a cup of coffee.,565,1.0,0.109,15.36,0
C1190,Don't listen to this fake news! The truth is hidden by mainstream media!,27,9.71,0.72,25.73,1
C1191,Follow my account for free premium tips and tricks. Guaranteed success!,30,10.77,0.944,32.23,1
C1192,"Honestly, I think the movie was slightly overrated, but the acting was top tier. haha",641,0.32,0.345,4.77,0
C1193,Boycott this movie! It hurts community sentiments! #BoycottTrending #JOINNOW,30,11.76,0.558,24.4,1
C1194,This person is a traitor! Stop spreading lies about our great country! #MUSTWATCH,26,18.99,0.753,50.47,1
C1195,This channel is biased and spreading fake propaganda. Ban them!,7,22.55,0.606,60.34,1
C1196,Can someone explain how to solve the 3rd question in the ML assignment? ...,700,0.69,0.155,15.12,0
C1197,Beautiful weather today. Going out for a cup of coffee.,1081,1.15,0.118,7.29,0
C1198,Beautiful weather today. Going out for a cup of coffee. !!,898,0.26,0.298,10.58,0
C1199,"Honestly, I think the movie was slightly overrated, but the acting was top tier.",573,0.36,0.222,11.21,0
C1200,Does anyone know if the local train is running on schedule today? haha,543,1.0,0.064,12.18,0
